34.6864,135.52
30.2936,120.1614
21.0333,105.85
20,77
1.2855,103.8565
21.0333,105.85
25.7631,-80.1911
44.0479,-93.226
36.7567,2.8856
10.3111,123.8917
36.6683,116.9972
9.9347,106.3453
22.5333,114.1333
21.0333,105.85
29.5628,106.5528
41.7922,123.4328
23.1167,113.25
32.0617,118.7778
39.9289,116.3883
1.5427,103.6487
30.2936,120.1614
30.2936,120.1614
28.9594,118.8686
30.7522,120.75
28.4604,119.9103
22.8167,108.3167
22.5333,114.1333
22.5333,114.1333
22.5333,114.1333
39.1422,117.1767
34.2583,108.9286
23.1167,113.25
37.8944,127.1992
37.8944,127.1992
39.9289,116.3883
35.8428,129.2117
32.2833,75.65
30.5801,114.2734
30.5801,114.2734
29.8782,121.5495
28.4604,119.9103
25.0418,121.4966
39.9289,116.3883
30.2936,120.1614
39.8897,115.275
39.8897,115.275
21.0333,105.85
32.0617,118.7778
43.801,87.6005
36.6683,116.9972
35.1028,129.0403
30.011,120.5715
30.2936,120.1614
30.7522,120.75
23.1167,113.25
35.6427,139.7677
30.6667,104.0667
21.0333,105.85
-6.1744,106.8294
45.4333,9.3333
4.5981,-74.0758
30.0771,31.2859
-22.8305,-43.2192
37.8668,-122.2536
-22.8305,-43.2192
30.6667,104.0667
30.6667,104.0667
10.95,106.8167
2.9927,101.7909
30.6667,104.0667
38.9122,121.6022
37.5112,126.9741
25.2867,51.5333
52.5667,85.25
-23.0376,-49.1684
-21.3912,-50.11
53.36,83.76
-34.6033,-58.3816
-34.6766,-58.5606
-34.6854,-58.4954
-0.9532,100.3677
-45.6083,-67.75
-38.95,-68.0667
-38.95,-68.0667
-34.6947,-58.3129
-34.6033,-58.3817
-34.7667,-58.4
-34.7667,-58.4
28.55,115.9333
25.0389,102.7183
39.9289,116.3883
36.6683,116.9972
31.8639,117.2808
28.1792,113.1136
28.1792,113.1136
30.5801,114.2734
30.5801,114.2734
30.5801,114.2734
30.5801,114.2734
50.1001,8.6036
35.6961,51.4231
47.1449,8.1551
55.7386,37.6068
43.4167,11.8833
48.8582,2.3387
-34.6033,-58.3817
-32.8833,-68.8167
-34.7025,-58.3955
-27.2411,-48.6314
-16.3261,-48.9506
-35.9703,-62.7343
-34.6033,-58.3816
-32.8833,-68.8167
-31.6542,-68.2854
-32.9668,-68.7833
-34.7298,-58.3533
-37.6719,-59.8065
-33.4625,-70.6682
25.7,-100.35
-21.466,-49.9479
51.7227,55.3637
-37.6719,-59.8065
-1.05,-80.6668
-1.05,-80.6668
-12.0678,-77.0886
-12.0668,-77.0167
-8.9833,-78.6
-34.5483,-58.8646
-34.6033,-58.3816
-34.8,-58.2
-34.7483,-58.5879
-34.6425,-58.6181
-34.5483,-58.8646
-34.5468,-58.6984
-34.7203,-58.2694
-34.8,-59.0333
50.45,30.5233
50.45,30.5233
48.8582,2.3387
47,8
47,8
47.4925,19.0514
47.5,19.0833
2,10
-22.8305,-43.2192
-34.6766,-58.5606
-34.6766,-58.5606
-34.7667,-58.4
-34.7972,-58.3835
-34.7667,-58.4
-34.8272,-58.3956
-34.8272,-58.3956
-34.7447,-58.4041
-34.6033,-58.3816
-34.6333,-58.5667
32.0617,118.7778
-33.3167,151.4167
23.9874,90.4052
33.5083,-112.0717
28.9235,-97.0063
37.5111,126.9743
48.8582,2.3387
52.2,0.1167
32.6572,51.6776
41.6561,-0.8773
42.7,23.3333
55.7386,37.6068
48.8582,2.3387
30.2936,120.1614
30.2936,120.1614
30.2936,120.1614
22.5333,114.1333
28.55,115.9333
